,id,nom,presentation,presentation_en,clean_presentation_trad
155,247,METALAB / RETICULAR,"Le  Reticular est un lieu de résidence et d’écriture dédié aux Arts des nouveaux médias dans toutes les disciplines. Il est administré par et pour les artistes, inspiré du modèle canadien.Il est constitué de 80m² de plateau, de 60m² de stockage, de 60m² d’atelier ainsi que d’un logement et d’un parc matériel de base. Les artistes non-membres peuvent spontanément communiquer leurs projets  de résidence.
Reticular  is an artist run center focusing on Media art and interdisciplinary practices. Started in 2004, the MetaLab project aims at supporting Media artists, knowledge and mediation. Artists are welcome to send their proposal.100m2 residencies and shows + 60m2 storage + 60 m2 workshop + flat+ gear
 ","The Reticular is a place of residence and writing dedicated to new media arts in all disciplines. It is administered by and for artists, inspired by the model consists canadien.Il tray 80m², 60m² storage, 60m² workshop as well as a housing and basic equipment park. Non-members artists can spontaneously communicate their residential projects.
Reticular is an artist run center focusing on Media art and interdisciplinary practices. Started in 2004, the Project aims at MetaLab Supporting Digital artists, knowledge and mediation. Artists are welcome to send Their proposal.100m2 residencies and shows 60m2 + storage + 60 m2 workshop + + flat gear
","['Reticular', 'place', 'residence', 'writing', 'dedicated', 'new', 'media', 'arts', 'disciplines', 'administered', 'artists', 'inspired', 'model', 'consists', 'canadien', 'tray', '60', 'storage', 'workshop', 'housing', 'basic', 'equipment', 'park', 'Non', 'members', 'artists', 'spontaneously', 'communicate', 'residential', 'projects', 'Reticular', 'artist', 'run', 'center', 'focusing', 'Media', 'art', 'interdisciplinary', 'practices', 'Started', 'Project', 'aims', 'MetaLab', 'Supporting', 'Digital', 'artists', 'knowledge', 'mediation', 'Artists', 'welcome', 'send', 'residencies', 'shows', '+', 'storage', 'm2', 'workshop', 'flat', 'gear']"
156,318,Super F-97,Micro lieu d'exposition expérimental et indépendant créé par Laura Ben Haïba et Rémi De Chiara dans une Ford Escort de 1997,Micro instead of experimental and independent exhibition created by Laura Ben Haïba and Rémi De Chiara in a Ford Escort 1997,"['Micro', 'instead', 'experimental', 'independent', 'exhibition', 'created', 'Laura', 'Ben', 'Haïba', 'Rémi', 'Chiara', 'Ford', 'Escort']"
157,245,Palette Terre,"Palette Terre est fondée en Janvier 2014 par l'artiste Bastien Cosson, dans une pièce de son appartement orientée plein sud.  Les visites à la galerie se font sur rdv ou durant les vernissages.Palette Terre was founded in January 2014 by the artist Bastien Cosson, on his 5th floor's apartment facing south. Visits to the gallery are by appointment or at openings. Do not hesitate to contact us. ","Earth Palette is founded in January 2014 by the artist Bastien Cosson, in a room of his south-facing apartment. Visits to the gallery are by appointment or during vernissages.Palette Earth Was founded in January 2014 by the artist Bastien Cosson, On His 5th floor's apartment facing south. Visits to the gallery are by appointment or at Openings. Do not hesitate to contact us.","['Earth', 'Palette', 'founded', 'January', 'artist', 'Bastien', 'Cosson', 'room', 'south', 'facing', 'apartment', 'Visits', 'gallery', 'appointment', 'vernissages', 'Palette', 'Earth', 'founded', 'January', 'artist', 'Bastien', 'Cosson', 'floor', 'apartment', 'facing', 'south', 'Visits', 'gallery', 'appointment', 'Openings', 'hesitate', 'contact']"
158,242,Atelier Silex,"L’Atelier Silex, organisme à but non lucratif, est né en 1983 du désir de regroupement de jeunes artistes sculpteurs sur pierre et sur bois fraîchement diplômés du Baccalauréat en arts plastiques de l’Université du Québec à Trois-Rivières. Évoluant avec ses membres et leur pratique artistique, l’Atelier Silex se dote graduellement d’équipements d’ateliers de production de pierre, de bois, de métal, de céramique et verre et de résine et devient propriétaire de ses locaux en 1987.Dans les années 90, le regroupement s’équipe d’une salle d’exposition, l’Espace 0…3/4, qui lui permet d’accueillir des activités favorisant la recherche, la diffusion et la production. Une résidence d’artiste est ajoutée en 1997 offrant la possibilité de recevoir des artistes de différentes disciplines, de régions et de pays étrangers. En 2005-2006, l’Atelier Silex remet à neuf la fenestration et rénove l’ensemble de sa bâtisse pour une remise aux normes. Au printemps-été 2008, l’Atelier Silex célèbre son 25e anniversaire et clôture ses événements par une exposition de ses membres à la salle Raymond-Lasnier de la Maison de la culture de Trois-Rivières. La période 2006-2009 est marquée par un mouvement des ressources humaines : un nouveau coordonnateur est embauché et le conseil d’administration se renouvelle. L’Atelier Silex procède ensuite à une restructuration administrative qui mènera à l’élaboration d’un plan stratégique actuellement en cours de réalisation.
Au fil des ans, l’Atelier Silex est devenu un centre d’artistes en arts visuels de tout premier ordre par sa situation géographique avantageuse au cœur de Trois-Rivières et à mi-chemin entre Montréal et Québec. De plus, l’Atelier Silex offre six-cents mètres carrés d’ateliers de production et deux cents mètres carrés de salles dédiées à la diffusion, la recherche et la mise en situation. Par ailleurs, la qualité de ses partenariats et l’expertise de ses membres ajoutent désormais des atouts complémentaires au fonctionnement du centre. L’expertise technique et conceptuelle des membres de l’Atelier Silex quant aux réalisations et aux réflexions sur l’intégration de l’œuvre d’art dans l’espace public est sans contredit un des points forts du centre. Cette expertise, reconnue par la communauté artistique, soutient et contribue à la recherche sculpturale au sein de l’atelier et de la communauté artistique et culturelle.","Atelier Silex, non-profit organization, was born in 1983 the young sculptors grouping desire stone and recently graduated Baccalaureate wood in fine arts from the Université du Québec à Trois-Rivières. Evolving with its members and their artistic practice, Silex Workshop gradually acquires equipment of stone production workshops, wood, metal, ceramic and glass and resin and becomes the owner of its premises 1987.Dans the 90, the grouping is acquiring a showroom, Space 0 ... 3/4, which allows it to host activities promoting research, dissemination and production. An artist residency was added in 1997 with the possibility of receiving artists from different disciplines, regions and foreign countries. In 2005-2006, Atelier Silex refurbishing the windows and renovating all of its building for up to standard. In spring-summer 2008, the famous Atelier Silex its 25th anniversary and closing events with an exhibition of its members at the Raymond-Lasnier room of the House of Culture in Trois-Rivières. The 2006-2009 period was marked by a human resources movement: a new coordinator is hired and the board is renewed. The Silex Workshop then proceeds to an administrative restructuring that will lead to the development of a strategic plan currently being implemented.
Over the years, Atelier Silex has become a visual arts center artists of the first order by its advantageous geographical location in the heart of Trois-Rivières and midway between Montreal and Quebec. In addition, Silex Workshop offers six hundred square meters of production workshops and two hundred square meters of rooms dedicated to the dissemination, research and development situation. Moreover, the quality of its partnerships and expertise of its members now add complementary assets to the operation of the center. The technical and design expertise of Silex Workshop about the achievements and reflections on the integration of the work of art in public space is undoubtedly one of the highlights of the center. This expertise is recognized by the artistic community, supports and contributes to the sculptural research at the workshop and the artistic and cultural community.","['Atelier', 'Silex', 'non', 'profit', 'organization', 'born', 'young', 'sculptors', 'grouping', 'desire', 'stone', 'recently', 'graduated', 'Baccalaureate', 'wood', 'fine', 'arts', 'Université', 'Québec', 'Trois', 'Rivières', 'Evolving', 'members', 'artistic', 'practice', 'Silex', 'Workshop', 'gradually', 'acquires', 'equipment', 'stone', 'production', 'workshops', 'wood', 'metal', 'ceramic', 'glass', 'resin', 'owner', 'premises', '90', 'grouping', 'acquiring', 'showroom', 'Space', 'allows', 'host', 'activities', 'promoting', 'research', 'dissemination', 'production', 'artist', 'residency', 'added', 'possibility', 'receiving', 'artists', 'different', 'disciplines', 'regions', 'foreign', 'countries', '2006', 'Atelier', 'Silex', 'refurbishing', 'windows', 'renovating', 'building', 'standard', 'spring', 'summer', 'famous', 'Atelier', 'Silex', 'anniversary', 'closing', 'events', 'exhibition', 'members', 'Raymond', 'Lasnier', 'room', 'House', 'Culture', 'Trois', 'Rivières', '2009', 'period', 'marked', 'human', 'resources', 'movement', 'new', 'coordinator', 'hired', 'board', 'renewed', 'Silex', 'Workshop', 'proceeds', 'administrative', 'restructuring', 'lead', 'development', 'strategic', 'plan', 'currently', 'implemented', 'years', 'Atelier', 'Silex', 'visual', 'arts', 'center', 'artists', 'order', 'advantageous', 'geographical', 'location', 'heart', 'Trois', 'Rivières', 'midway', 'Montreal', 'Quebec', 'addition', 'Silex', 'Workshop', 'offers', 'square', 'meters', 'production', 'workshops', 'square', 'meters', 'rooms', 'dedicated', 'dissemination', 'research', 'development', 'situation', 'quality', 'partnerships', 'expertise', 'members', 'add', 'complementary', 'assets', 'operation', 'center', 'technical', 'design', 'expertise', 'Silex', 'Workshop', 'achievements', 'reflections', 'integration', 'work', 'art', 'public', 'space', 'undoubtedly', 'highlights', 'center', 'expertise', 'recognized', 'artistic', 'community', 'supports', 'contributes', 'sculptural', 'research', 'workshop', 'artistic', 'cultural', 'community']"
159,243,IF,"Situé dans une ancienne Fraternité franciscaine, dans le centre historique de la cathédrale de Limoges, IF, l'Irrésistible Fraternité est lieu dédié à la jeune création, l’art contemporain et au design à Limoges inauguré en mai 2016. Il accueille un collectif de jeunes designers et plasticiens, membres de l’association .748 qui assure la direction artistique du lieu, ainsi que studio de création Yocto. IF développe sa propre programmation culturelle privilégiant la jeune création et  le lien citoyen. Conçu comme un espace de vie et de passage, IF aborde la création comme  une manière d’habiter le monde, aujourd’hui plus incertain, plus complexe, qu’hier et devant se nourrir de moyens plus frugaux et partagés. IF veut conduire, en réinterrogeant le territoire, son patrimoine, ses savoir-faire et ses acteurs, des réflexions sur la conduite de l’art dans des espaces nouveaux ou/et revendiqués comme tels . Se faisant, IF entend s’agréger visions extérieures le temps d’une résidence sur le champ du design d’espace et de l’architecture.IF fait le pari d’offrir des temps de recherche pour imaginer et réfléchir sur les notions d’espace, d’agencement urbain et/ou de paysages en lien avec le réseau régional d’art contemporain, en particulier le réseau Cinq 25.","Located in a former Franciscan Fraternity, in the historic center of the cathedral of Limoges, IF, the Brotherhood is irresistible place dedicated to young artists, contemporary art and design in Limoges opened in May 2016. It hosts a collective young designers and artists, members of the association that .748 is the artistic director of the location and design studio Yocto. IF developing its own cultural programming favoring young artists and citizens link. Designed as a living space and passage, IF addresses creation as a way of inhabiting the world today, more uncertain, more complex than yesterday and before eating more frugal ways and shared. IF wants to drive in réinterrogeant territory, its heritage, its expertise and its actors, reflections on the conduct of the art in new spaces and / or claimed as such. In doing so, IF intends to aggregate external time visions of a residence on the space design field and architecture.IF is betting offer research time to think and reflect on the notions of space, urban layout and / or in connection with the regional landscape of contemporary art network, in particular the network Five 25.","['Located', 'Franciscan', 'Fraternity', 'historic', 'center', 'cathedral', 'Limoges', 'Brotherhood', 'irresistible', 'place', 'dedicated', 'young', 'artists', 'contemporary', 'art', 'design', 'Limoges', 'opened', 'hosts', 'collective', 'young', 'designers', 'artists', 'members', 'association', 'artistic', 'director', 'location', 'design', 'studio', 'Yocto', 'developing', 'cultural', 'programming', 'favoring', 'young', 'artists', 'citizens', 'link', 'Designed', 'living', 'space', 'passage', 'addresses', 'creation', 'way', 'inhabiting', 'world', 'today', 'uncertain', 'complex', 'yesterday', 'eating', 'frugal', 'ways', 'shared', 'wants', 'drive', 'réinterrogeant', 'territory', 'heritage', 'expertise', 'actors', 'reflections', 'conduct', 'art', 'new', 'spaces', 'claimed', 'intends', 'aggregate', 'external', 'time', 'visions', 'residence', 'space', 'design', 'field', 'architecture', 'betting', 'offer', 'research', 'time', 'think', 'reflect', 'notions', 'space', 'urban', 'layout', 'connection', 'regional', 'landscape', 'contemporary', 'art', 'network', 'particular', 'network']"
160,244,GOSWELL ROAD,"GOSWELL ROAD was set-up on the 29th November 2016 by artist duo Ruiz Stephinson (www.ruizstephinson.com) in their atelier. Every six weeks they clear the atelier completely and invite an artist, offering them an exhibition and a publication. They also curate a bouquet of flowers in the entrance, in tandem with the practice of the artist. ",,"['GOSWELL', 'ROAD', 'xa', 'set', 'th', 'November', 'artist', 'duo', 'Ruiz', 'Stephinson', 'www', 'ruizstephinson', 'com', 'atelier', 'xa', 'weeks', 'clear', 'atelier', 'completely', 'invite', 'artist', 'offering', 'exhibition', 'publication', 'curate', 'bouquet', 'flowers', 'entrance', 'tandem', 'practice', 'artist', 'xa']"
161,246,apes&castles,"apes&castles est un espace d’exposition situé rue de l’Autonomie 29, à Anderlecht (Bruxelles), géré par deux artistes.Ouvert en octobre 2014, quatre expositions sont organisées annuellement.apes&castles diversifie sa programmation autant dans les formats d’expositions que l'équipe propose, que dans le spectre des pratiques qu’elle aborde.L’équipe sera amenée à collaborer avec des personnalités extérieures (artistes, commissaires indépendant-e-s, project spaces, critiques d’art…), faisant d’apes&castles un noyau de réflexion flexible et mouvant.","apes & castles is an exhibition space located rue de l'Independence 29, Anderlecht (Brussels), managed by two artistes.Ouvert in October 2014, four exhibitions are organized annuellement.apes & castles diverse programming both in the exhibition formats that the team proposes that in the spectrum of practices that aborde.L'équipe will be brought to collaborate with external personalities (artists, independent curators es, project spaces, art critics ...), making a core apes & castles flexible and moving reflection.","['apes', 'castles', 'exhibition', 'space', 'located', 'rue', '29', 'Anderlecht', 'Brussels', 'managed', 'artistes', 'Ouvert', 'October', 'exhibitions', 'organized', 'castles', 'diverse', 'programming', 'exhibition', 'formats', 'team', 'proposes', 'spectrum', 'practices', 'aborde', 'brought', 'collaborate', 'external', 'personalities', 'artists', 'independent', 'curators', 'project', 'spaces', 'art', 'critics', 'making', 'core', 'apes', 'castles', 'flexible', 'moving', 'reflection']"
162,249,Grande Surface,"Grande Surface est un espace d'exposition créé par dix artistes, basé à Bruxelles, au 188 rue Théodore Verhaegen.Grande Surface est un projet pluridisciplinaire et multiforme, une année de collaborations et d'expérimentation.","Supermarket is an exhibition space created by ten artists, based in Brussels, at 188 rue Theodore Verhaegen.Grande area is a multidisciplinary and multifaceted project, a year of collaboration and experimentation.","['Supermarket', 'exhibition', 'space', 'created', 'artists', 'based', 'Brussels', 'rue', 'Theodore', 'Verhaegen', 'Grande', 'area', 'multidisciplinary', 'multifaceted', 'project', 'year', 'collaboration', 'experimentation']"
163,319,La Civette,Expositions et café associatif,Trade associations and coffee,"['Trade', 'associations', 'coffee']"
164,251,3 137,"3 137 is an artist run space in Athens founded by three greek artists. The space is used as a studio and opens its gates 3 to 4 times per year to organize exhibitions as also events such as artist talks, presentations and performances. 3 137 is a meeting point for creation and collaboration. An independent initiative that promotes artistic practices and supports experimental ways of art production, curatorship and presentation.",,"['artist', 'run', 'space', 'Athens', 'founded', 'greek', 'artists', 'space', 'studio', 'opens', 'gates', 'times', 'year', 'organize', 'exhibitions', 'events', 'artist', 'talks', 'presentations', 'performances', 'meeting', 'point', 'creation', 'collaboration', 'independent', 'initiative', 'promotes', 'artistic', 'practices', 'supports', 'experimental', 'ways', 'art', 'production', 'curatorship', 'presentation']"
165,252,e/lAboRaTory,"e/lAboRaTory est un laboratoire d'élaboration en matière d'art contemporain. Organisation à but non lucratif, e/lAboRaTory est dédié à l'expérimentation et à l'incubation d'initiatives artistiques contemporaines. Initié en 2017 par Séverine Assouline, e/laborantine, artiste plasticienne et psychanalyste, l'association a pour objet le déploiement de projets pluridisciplinaires à caractère individuel et collectif.e/lAboRaTory se conçoit comme instrument de réflexion sur l'art contemporain, de dialogue et d'entraide entre ses protagonistes.Le laboratoire rassemble artistes, professionnels de l'art, chercheurs et publics, et interroge les enjeux d'un monde [de l'art] en révolution permanente.","e / Laboratory is developing a laboratory for contemporary art. nonprofit organization, e / Laboratory is dedicated to experimentation and incubation of contemporary artistic initiatives. Initiated in 2017 by Séverine Assouline, e / laboratory assistant, visual artist and psychoanalyst, the association aims to deploy multidisciplinary projects in individual character and collectif.e / Laboratory is conceived as an instrument of reflection on contemporary art, dialogue and mutual assistance among its laboratory protagonistes.Le brings together artists, art professionals, researchers and the public, and questions the challenges of a world [art] in permanent revolution.","['Laboratory', 'developing', 'laboratory', 'contemporary', 'art', 'nonprofit', 'organization', 'Laboratory', 'dedicated', 'experimentation', 'incubation', 'contemporary', 'artistic', 'initiatives', 'Initiated', 'Séverine', 'Assouline', 'laboratory', 'assistant', 'visual', 'artist', 'psychoanalyst', 'association', 'aims', 'deploy', 'multidisciplinary', 'projects', 'individual', 'character', 'Laboratory', 'conceived', 'instrument', 'reflection', 'contemporary', 'art', 'dialogue', 'mutual', 'assistance', 'laboratory', 'protagonistes', 'brings', 'artists', 'art', 'professionals', 'researchers', 'public', 'questions', 'challenges', 'world', 'art', 'permanent', 'revolution']"
166,253,MAISON PIEUVRE,"Maison Pieuvre est un espace d'exposition itinérant qui se déplace au gré des projets et des opportunités offertes par d'éventuels partenariats. Régie administrativement  depuis 2007 par l'association NON MERCI, présidée par Antoine Palmier-Reynaud, Maison Pieuvre regroupe artistes, critiques et commissaires d'expositions.Mêlant montage de projets et activités sociaux-culturelles, elle est à l'origine de plusieurs expositions, en France et à l'étranger, dont notamment :-""Transfusao"" Soirées de performances en partenariat avec l'Institut Français du Portugal et le collectif d'artistes Epipiderme, 2011-""Fais gaffe aux biches"" Cycle d'exposition , Saint Etienne, 2011-« La rigueur n'est pas une valeur sûre » cycle d'exposition en 5 actes, Saint Étienne 2010-« Transfert (parade et activités dérisoires)» exposition collective et performative, Musée des moulages, centre culturel de l'université Lyon 2,Off-Off,  Lyon 2008-« Le grenier  (exposition collective pour salle de bain)» Particulier, Saint Étienne 2009-« Horizon d'attente », exposition collective au centre d'art ART 3, Valence, 2007De 2009 à 2011, Maison Pieuvre fixe son siège au 37 rue de la Mulatière à Saint Etienne et organise, dans ses propres murs, sa programmation artistique sur deux cycles d'expositions (La rigueur n'est pas une valeur sûre et Fais gaffe aux biches). Le lieu  est constitué d'une salle d'exposition, d' un hébergement pour les artistes et d'un espace de résidence pour une surface globale de 120 m2, répartis sur trois étages.Depuis 2012, Maison Pieuvre, organise ses projets dans une dynamique d'itinérance. Après Lisbonne, au Portugal, elle siège actuellement à Bangkok, en Thaïlande, où elle a pour projet de développer un partenariat entre son collectif et la scène artistique locale.","House Octopus is a space traveling exhibition that travels to suit projects and opportunities for potential partnerships. Administratively governed since 2007 by the association NO THANKS, chaired by Antoine Palm-Reynaud House Octopus gathers artists, critics and curators of expositions.Mêlant editing projects and social-cultural activities, it is the source of several exhibitions, in France and abroad, including: - ""Transfusao"" Evenings performances in partnership with the French Institute of Portugal and the collective of artists Epipiderme, 2011- ""Watch out for deer"" exhibition cycle, Saint Etienne , 2011- ""the rigor is not a sure thing 'exposure cycle in 5 acts, Saint Etienne 2010-"" Transfer (parade and ridiculous activities) ""collective and performative exhibition, Museum casts, cultural center of the University Lyon 2, Off-Off, Lyon 2008- ""The attic (group exhibition for bathroom)"" means an individual, Saint Etienne 2009- ""Horizon waiting"" group exhibition at the art center aRT 3, Valencia, THE 2007 2009 to 2011, House Octopus fixed his seat at 37 rue Mulatière Saint Etienne and organizes, within its own walls, its artistic programming on two cycles of exhibitions (The rigor is not a safe bet and Watch out for deer ). The place consists of a showroom, an accommodation for artists and a space for residence for a total surface of 120 m2 over three étages.Depuis 2012 House Octopus, organizes projects in dynamic roaming. After Lisbon, Portugal, is currently based in Bangkok, Thailand, where it has plans to develop a partnership between the collective and the local art scene.","['House', 'Octopus', 'space', 'traveling', 'exhibition', 'travels', 'suit', 'projects', 'opportunities', 'potential', 'partnerships', 'Administratively', 'governed', 'association', 'THANKS', 'chaired', 'Antoine', 'Palm', 'Reynaud', 'House', 'Octopus', 'gathers', 'artists', 'critics', 'curators', 'expositions', 'Mêlant', 'editing', 'projects', 'social', 'cultural', 'activities', 'source', 'exhibitions', 'France', 'abroad', 'including', 'Transfusao', 'Evenings', 'performances', 'partnership', 'French', 'Institute', 'Portugal', 'collective', 'artists', 'Epipiderme', 'Watch', 'deer', 'exhibition', 'cycle', 'Saint', 'Etienne', 'rigor', 'sure', 'thing', 'exposure', 'cycle', 'acts', 'Saint', 'Etienne', 'Transfer', 'parade', 'ridiculous', 'activities', 'collective', 'performative', 'exhibition', 'Museum', 'casts', 'cultural', 'center', 'University', 'Lyon', 'Lyon', 'attic', 'group', 'exhibition', 'bathroom', 'means', 'individual', 'Saint', 'Etienne', 'Horizon', 'waiting', 'group', 'exhibition', 'art', 'center', 'aRT', 'Valencia', '2009', 'House', 'Octopus', 'fixed', 'seat', 'rue', 'Mulatière', 'Saint', 'Etienne', 'organizes', 'walls', 'artistic', 'programming', 'cycles', 'exhibitions', 'rigor', 'safe', 'bet', 'Watch', 'deer', 'place', 'consists', 'showroom', 'accommodation', 'artists', 'space', 'residence', 'total', 'surface', 'm2', 'étages', 'Depuis', 'House', 'Octopus', 'organizes', 'projects', 'dynamic', 'roaming', 'Lisbon', 'Portugal', 'currently', 'based', 'Bangkok', 'Thailand', 'plans', 'develop', 'partnership', 'collective', 'local', 'art', 'scene']"
167,255,Paradise,"Paradise est un projet artistique, c’est le seul lieu à Nantes dédié aux résidences d’artistes nationaux et internationaux. Il est composé de deux appartements, d’un atelier, d’un lieu d’exposition et d’une cour intérieure. C’est un lieu singulier et unique à Nantes. C’est le fruit d’une aventure et de passions humaines entre deux architectes Agnès Lambot et Philippe Barré architectes et mécènes de Paradise et de deux artistes plasticiens Béatrice Dacher et Michel Gerson. Paradise c’est mettre à disposition des artistes résidents : une bourse de recherche, un appartement, un atelier et un lieu d’exposition de 100 m2. Véritable lieu de recherches, d’expérimentations et de monstrations, Paradise propose un cycle de 5 à 6 résidences d’artistes par an où l’enjeu est de créer et d’exposer, dans une dynamique d’échanges avec le public.","Paradise is an art project, this is the only place in Nantes dedicated to national and international artists in residence. It consists of two apartments, a workshop, an exhibition space and a courtyard. It is a singular and unique place in Nantes. It is the fruit of an adventure and human passions between two architects Lambot Agnes and Philippe Paradise Barre architects and patrons and two visual artists Dacher Beatrice and Michael Gerson. Paradise is to provide resident artists: a fellowship, an apartment, a workshop and an exhibition space of 100 m2. True place of research, experiments and demonstrations, Paradise offers a 5- to 6 artist residencies per year where the challenge is to create and display in a dynamic interaction with the public.","['Paradise', 'art', 'project', 'place', 'Nantes', 'dedicated', 'national', 'international', 'artists', 'residence', 'consists', 'apartments', 'workshop', 'exhibition', 'space', 'courtyard', 'singular', 'unique', 'place', 'Nantes', 'fruit', 'adventure', 'human', 'passions', 'architects', 'Lambot', 'Agnes', 'Philippe', 'Paradise', 'Barre', 'architects', 'patrons', 'visual', 'artists', 'Dacher', 'Beatrice', 'Michael', 'Gerson', 'Paradise', 'provide', 'resident', 'artists', 'fellowship', 'apartment', 'workshop', 'exhibition', 'space', 'm2', 'True', 'place', 'research', 'experiments', 'demonstrations', 'Paradise', 'offers', 'artist', 'residencies', 'year', 'challenge', 'create', 'display', 'dynamic', 'interaction', 'public']"
168,254,BIKINI,"le projet bikini tient en quelques lignes : un lieu d’exposition (petit, très petit), une à deux œuvres (monokini ou bikini), un texte critique ou littéraire. l’exposition est présentée au public au cours d’un vernissage, puis sur rendez-vous. mais bikini a pignon sur rue, et peut aussi se transformer en vitrine. la logistique de bikini est – à l’image de son espace – très réduite, mais inversement proportionnelle à la motivation de ses quatre membres fondateurs : marie bassano, noémie razurel, simon feydieu et hugo pernet.--to put it in a nutshell, the project of bikini is: an exhibition space (small, very small), one or two artworks (monokini or bikini), a critical or literary text. the exhibition is presented to the public on the occasion of an opening, then by appointment. but bikini opens onto the street, and can be turned into a shop window. just like its space, the organisation is limited, in inverse proportion to the motivation of its four founder members: marie bassano, noémie razurel, simon feydieu and hugo pernet.","Bikini project is in a nutshell: an exhibition (small, very small), one to two works (topless or bikini), a critic or literary text. the exhibition is presented to the public during an opening and by appointment. but bikini storefront and can also turn into showcase. bikini logistics - in the image of its space - very small, but inversely proportional to the motivation of its four founding members: marie Bassano, noémie Razurel simon FEYDIEU and hugo pernet .-- to put it in a nutshell, the project of bikini is: an exhibition space (small, very small), one or two artworks (topless bikini gold), has critical or literary text. the exhibition is presented to the public on the occasion of an opening, Then by appointment. goal bikini opens onto the street, and can be turned into a shop window. icts just like space, the organization is limited, in inverse proportion to the motivation of ict four founder members: marie Bassano, noémie Razurel simon FEYDIEU and hugo pernet.","['Bikini', 'project', 'nutshell', 'exhibition', 'small', 'small', 'works', 'topless', 'bikini', 'critic', 'literary', 'text', 'exhibition', 'presented', 'public', 'opening', 'appointment', 'bikini', 'storefront', 'turn', 'showcase', 'bikini', 'logistics', 'image', 'space', 'small', 'inversely', 'proportional', 'motivation', 'founding', 'members', 'marie', 'Bassano', 'noémie', 'Razurel', 'simon', 'FEYDIEU', 'hugo', 'pernet', 'nutshell', 'project', 'bikini', 'exhibition', 'space', 'small', 'small', 'artworks', 'topless', 'bikini', 'gold', 'critical', 'literary', 'text', 'exhibition', 'presented', 'public', 'occasion', 'opening', 'appointment', 'goal', 'bikini', 'opens', 'street', 'turned', 'shop', 'window', 'icts', 'like', 'space', 'organization', 'limited', 'inverse', 'proportion', 'motivation', 'ict', 'founder', 'members', 'marie', 'Bassano', 'noémie', 'Razurel', 'simon', 'FEYDIEU', 'hugo', 'pernet']"
